binomial,fossilArea
Ceratophora tennentii,0
Cerberus australis,101046.4162
Cerberus dunsoni,0.394194297
Cerberus microlepis,1052.358682
Cerberus rynchops,121002.6841
Cercophis auratus,9.996280709
Cercosaura argulus,815845.1904
Cercosaura dicra,0
Cercosaura eigenmanni,297641.8976
Cercosaura hypnoides,0
Cercosaura manicata,61669.80257
Cercosaura nigroventris,0
Cercosaura ocellata,1368246.072
Cercosaura parkeri,392271.4147
Cercosaura phelpsorum,0
Cercosaura quadrilineata,3136.086532
Cercosaura schreibersii,1706732.941
Cercosaura steyeri,9.996280694
Cercosaura vertebralis,13959.37749
Cerrophidion godmani,366.4516317
Cerrophidion petlalcalensis,0
Cerrophidion sasai,0
Cerrophidion tzotzilorum,0
Cerrophidion wilsoni,188.1210509
Chalarodon madagascariensis,16067.45221
Chalarodon steinkampi,0
Chalcides armitagei,523.7331022
Chalcides bedriagai,12492.86138
Chalcides bottegi,39668.19442
Chalcides boulengeri,650681.622
Chalcides chalcides,23195.08617
Chalcides coeruleopunctatus,0
Chalcides colosii,234.1869188
Chalcides delislei,2040497.087
Chalcides ebneri,0
Chalcides guentheri,2357.776328
Chalcides lanzai,0
Chalcides levitoni,12498.75077
Chalcides manueli,2996.552327
Chalcides mauritanicus,2718.97058
Chalcides mertensi,25537.81664
Chalcides minutus,1963.312411
Chalcides mionecton,11876.21174
Chalcides montanus,6318.018048
Chalcides parallelus,214.1521456
Chalcides pentadactylus,7.167533375
Chalcides polylepis,12130.64694
Chalcides pseudostriatus,4686.406569
Chalcides pulchellus,18508.63639
Chalcides ragazzii,108388.8444
Chalcides sepsoides,335796.5825
Chalcides sexlineatus,0
Chalcides sphenopsiformis,56074.84336
Chalcides striatus,14742.62646
Chalcides thierryi,9048.589439
Chalcides viridanus,0
Chalcidoseps thwaitesi,0
Chamaeleo africanus,2840750.424
Chamaeleo anchietae,7826.393712
Chamaeleo arabicus,3886.406859
Chamaeleo calcaricarens,12230.58453
Chamaeleo calyptratus,7780.170156
Chamaeleo chamaeleon,287506.6177
Chamaeleo dilepis,1499832.577
Chamaeleo gracilis,1556072.125
Chamaeleo laevigatus,971371.809
Chamaeleo monachus,0
Chamaeleo namaquensis,141416.1274
Chamaeleo necasi,8862.247613
Chamaeleo senegalensis,279761.2802
Chamaeleo zeylanicus,422164.6897
Chamaelycus christyi,580.2623265
Chamaelycus fasciatus,283811.4219
Chamaelycus parkeri,158105.5158
Chamaelycus werneri,0
Chamaesaura aenea,882.5762529
Chamaesaura anguina,7039.62263
Chamaesaura macrolepis,3522.227709
Chamaesaura miopropus,21134.47882
Chamaesaura tenuior,9336.353644
Chapinophis xanthocheilus,0
Charina bottae,98230.89427
Charina umbratica,1681.85711
Chatogekko amazonicus,358498.0004
Chelodina burrungandjii,515.1972653
Chelodina canni,176961.5548
Chelodina colliei,467.368936
Chelodina expansa,628134.5252
Chelodina gunaleni,20808.8278
Chelodina kuchlingi,2792.492677
Chelodina longicollis,704735.4467
Chelodina mccordi,59.7229576
Chelodina novaeguineae,160626.5371
Chelodina oblonga,347811.8917
Chelodina parkeri,4967.598012
Chelodina pritchardi,6.251509406
Chelodina reimanni,18221.8535
Chelodina steindachneri,189994.9518
Chelodina walloyarrina,3938.402935
Chelonoidis abingdonii,0
Chelonoidis becki,0
Chelonoidis carbonaria,1469469.239
Chelonoidis chathamensis,0
Chelonoidis chilensis,991920.2304
Chelonoidis darwini,0
Chelonoidis denticulata,954736.3123
Chelonoidis duncanensis,0
Chelonoidis hoodensis,0
Chelonoidis nigra,0
Chelonoidis phantastica,0
Chelonoidis porteri,0
Chelonoidis vicina,0
Chelosania brunnea,72410.6043
Chelus fimbriata,887754.9637
Chelydra acutirostris,55140.69208
Chelydra rossignonii,34526.28486
Chelydra serpentina,311474.6559
Chersina angulata,33714.35556
Chersodromus liebmanni,0
Chersodromus rubriventris,0
Chilabothrus angulifer,16261.51806
Chilabothrus chrysogaster,690.7179547
Chilabothrus exsul,350.4078362
Chilabothrus fordii,2518.040334
Chilabothrus gracilis,2099.307541
Chilabothrus inornatus,321.1683417
Chilabothrus monensis,29.91313064
Chilabothrus striatus,5313.44203
Chilabothrus strigilatus,974.6061784
Chilabothrus subflavus,314.4695979
Chilomeniscus savagei,11.93299344
Chilomeniscus stramineus,79990.29971
Chilorhinophis butleri,10537.88691
Chilorhinophis gerardi,129870.5856
Chionactis annulata,93653.1063
Chionactis occipitalis,67496.97607
Chionactis palarostris,23930.95633
Chioninia delalandii,0
Chioninia fogoensis,0
Chioninia geisthardti,0
Chioninia nicolauensis,0
Chioninia spinalis,0
Chioninia stangeri,0
Chioninia vaillantii,0
Chirindia ewerbecki,344.9978902
Chirindia langi,10.31175821
Chirindia mpwapwaensis,0
Chirindia rondoensis,302.7296608
Chirindia swynnertoni,10057.04423
Chironius bicarinatus,270737.3415
Chironius carinatus,1255348.601
Chironius challenger,0
Chironius diamantina,0
Chironius exoletus,1650569.033
Chironius flavolineatus,782638.4733
Chironius flavopictus,2853.978243
Chironius foveatus,7732.074372
Chironius fuscus,697059.0798
Chironius grandisquamis,18242.76949
Chironius laevicollis,21876.8177
Chironius laurenti,322655.6352
Chironius leucometapus,20.29648632
Chironius maculoventris,521220.2219
Chironius monticola,21213.78014
Chironius multiventris,775772.4645
Chironius quadricarinatus,1097137.006
Chironius scurrulus,916780.7182
Chironius septentrionalis,105800.3586
Chironius vincenti,13.83504984
Chitra chitra,128857.34
Chitra indica,1161944.54
Chitra vandijki,54683.56436
Chlamydosaurus kingii,398258.7328
Chondrodactylus angulifer,136828.2665
Chondrodactylus bibronii,63774.38226
Chondrodactylus fitzsimonsi,17119.7868
Chondrodactylus pulitzerae,30409.53349
Chondrodactylus turneri,480182.4436
Christinus alexanderi,47.10744547
Christinus guentheri,0.704195847
Christinus marmoratus,261826.9676
Chrysemys dorsalis,124503.1581
Chrysemys picta,212104.6795
Chrysopelea ornata,1282267.842
Chrysopelea paradisi,265581.7498
Chrysopelea pelias,238406.6999
Chrysopelea rhodopleuron,1.553306414
Chrysopelea taprobanica,190.5058019
Claudius angustatus,39436.59171
Clelia clelia,2711288.104
Clelia equatoriana,0
Clelia errabunda,0
Clelia hussami,0
Clelia langeri,0
Clelia plumbea,28661.77333
Clelia scytalina,9057.118014
Clemmys guttata,17818.94515
Clonophis kirtlandii,0
Cnemaspis adii,0
Cnemaspis affinis,0
Cnemaspis africana,4370.798676
Cnemaspis alantika,224.5196704
Cnemaspis alwisi,0
Cnemaspis anaikattiensis,408.138101
Cnemaspis andersonii,0.686350369
Cnemaspis argus,48.43317928
Cnemaspis assamensis,8735.198313
Cnemaspis aurantiacopes,9.996280679
Cnemaspis australis,4624.998462
Cnemaspis barbouri,804.7718764
Cnemaspis baueri,0.670721215
Cnemaspis bayuensis,0
Cnemaspis beddomei,6.043545563
Cnemaspis bidongensis,0.668064962
Cnemaspis biocellata,283.1064822
Cnemaspis boulengerii,0.060590812
Cnemaspis caudanivea,10.37599729
Cnemaspis chanardi,165.6140318
Cnemaspis chanthaburiensis,1270.420993
Cnemaspis clivicola,0
Cnemaspis dezwaani,119.3526854
Cnemaspis dickersonae,10619.7841
Cnemaspis dilepis,0
Cnemaspis dringi,0
Cnemaspis elgonensis,503.5334607
Cnemaspis flavigaster,0
Cnemaspis flavolineata,0
Cnemaspis gemunu,0
Cnemaspis gigas,26.53246282
Cnemaspis girii,0
Cnemaspis goaensis,30.07144518
Cnemaspis gracilis,12079.08855
Cnemaspis grismeri,0
Cnemaspis hangus,0
Cnemaspis harimau,5.668314801
Cnemaspis heteropholis,730.4928359
Cnemaspis huaseesom,0
Cnemaspis indica,0
Cnemaspis indraneildasii,914.9237521
Cnemaspis jacobsoni,119.3350996
Cnemaspis jerdonii,30586.2003
Cnemaspis kallima,0
Cnemaspis kamolnorranathi,2.817087667
Cnemaspis kandiana,0
Cnemaspis karsticola,0
Cnemaspis kendallii,1808.695879
Cnemaspis koehleri,893.1242784
Cnemaspis kolhapurensis,272.1210122
Cnemaspis kottiyoorensis,55.24106203
Cnemaspis kumarasinghei,0
Cnemaspis kumpoli,248.8095668
Cnemaspis laoensis,16178.10179
Cnemaspis latha,0
Cnemaspis limi,25.10630598
Cnemaspis littoralis,13265.62748
Cnemaspis mahsuriae,0
Cnemaspis mcguirei,2.070003423
Cnemaspis menikay,0
Cnemaspis modiglianii,24.1468309
Cnemaspis molligodai,0
Cnemaspis monachorum,0
Cnemaspis monticola,195.9440863
Cnemaspis mumpuniae,42.37311619
Cnemaspis mysoriensis,416.9292616
Cnemaspis nairi,7263.218952
Cnemaspis narathiwatensis,30.24443695
Cnemaspis neangthyi,0
Cnemaspis nigridia,289.6833926
Cnemaspis nilagirica,0
Cnemaspis niyomwanae,195.1846341
Cnemaspis nuicamensis,9.996280699
Cnemaspis occidentalis,0
Cnemaspis omari,0
Cnemaspis ornata,104.9601155
Cnemaspis otai,178.6735913
Cnemaspis paripari,0
Cnemaspis pava,0
Cnemaspis pemanggilensis,0.928925376
Cnemaspis peninsularis,1609.942832
Cnemaspis perhentianensis,3.323324477
Cnemaspis petrodroma,4556.018528
Cnemaspis phillipsi,0
Cnemaspis phuketensis,0
Cnemaspis podihuna,4351.932986
Cnemaspis pseudomcguirei,1.57141578
Cnemaspis psychedelica,488.1753253
Cnemaspis pulchra,0
Cnemaspis punctata,0
Cnemaspis punctatonuchalis,4.840250478
Cnemaspis quattuorseriata,6008.274583
Cnemaspis rajabasa,0
Cnemaspis rammalensis,0
Cnemaspis retigalensis,0
Cnemaspis roticanai,0
Cnemaspis samanalensis,0
Cnemaspis scalpensis,0
Cnemaspis selamatkanmerapoh,0
Cnemaspis shahruli,28.07609507
Cnemaspis siamensis,1881.140976
Cnemaspis silvula,0.071664651
Cnemaspis sisparensis,2923.934403
Cnemaspis spinicollis,4060.860591
Cnemaspis stongensis,0
Cnemaspis sundagekko,0
Cnemaspis sundainsula,2.785117339
Cnemaspis temiah,9.996280702
Cnemaspis timoriensis,258.9223989
Cnemaspis tropidogaster,10714.31616
Cnemaspis tucdupensis,9.996280706
Cnemaspis upendrai,0
Cnemaspis uzungwae,1581.348444
Cnemaspis vandeventeri,54.01014766
Cnemaspis whittenorum,226.0301479
Cnemaspis wicksi,0.800306756
Cnemaspis wynadensis,15769.51158
Cnemaspis yercaudensis,5.889048383
Cnemidophorus arenivagus,7481.932913
Cnemidophorus arubensis,11.92487852
Cnemidophorus cryptus,31213.70949
Cnemidophorus duellmani,0
Cnemidophorus flavissimus,8.618630047
Cnemidophorus gaigei,4472.351372
Cnemidophorus gramivagus,197390.6348
Cnemidophorus lemniscatus,573246.0481
Cnemidophorus leucopsammus,38.36187164
Cnemidophorus martyris,0
Cnemidophorus murinus,47.11800589
Cnemidophorus nigricolor,85.65440243
Cnemidophorus pseudolemniscatus,0
Cnemidophorus rostralis,13.81835285
Cnemidophorus ruatanus,3737.421674
Cnemidophorus ruthveni,4.729374621
Cnemidophorus senectus,53.51674298
Cnemidophorus splendidus,281.3294927
Cnemidophorus vanzoi,0.769957171
Coelognathus enganensis,0
Coelognathus erythrurus,13782.10221
Coelognathus flavolineatus,259662.5144
Coelognathus helena,1171117.559
Coelognathus radiatus,1324514.879
Coelognathus subradiatus,855.6949328
Coeranoscincus frontalis,0
Coeranoscincus reticulatus,2541.467471
Coggeria naufragus,88.36843833
Coleodactylus brachystoma,136234.1707
Coleodactylus elizae,0
Coleodactylus meridionalis,83317.18447
Coleodactylus natalensis,3252.6356
Coleodactylus septentrionalis,39047.5637
Coleonyx brevis,161386.8518
Coleonyx elegans,112331.398
Coleonyx fasciatus,5264.970556
Coleonyx gypsicolus,1.41549051
Coleonyx mitratus,13088.41944
Coleonyx reticulatus,1024.680162
Coleonyx switaki,2399.646694
Coleonyx variegatus,210724.2025
Collorhabdium williamsoni,0
Colobodactylus dalcyanus,1146.600881
Colobodactylus taunayi,122.8391459
Colobosaura modesta,251174.272
Colobosauroides carvalhoi,9746.559564
Colobosauroides cearensis,0
Coloptychon rhombifer,412.3308833
Colopus kochii,5005.889012
Colopus wahlbergii,97449.27626
Coluber anthonyi,0
Coluber aurigulus,89.40263906
Coluber barbouri,0
Coluber bholanathi,0
Coluber bilineatus,76184.89238
Coluber constrictor,467728.1777
Coluber flagellum,680707.3829
Coluber fuliginosus,8020.844015
Coluber lateralis,13936.78162
Coluber mentovarius,725321.9597
Coluber schotti,127801.5081
Coluber slevini,0
Coluber taeniatus,384930.8104
Coluber zebrinus,19891.86981
Colubroelaps nguyenvansangi,0
Complicitus nigrigularis,0
Compsophis albiventris,0
Compsophis boulengeri,121.7103225
Compsophis fatsibe,0
Compsophis infralineatus,255.2540556
Compsophis laphystius,263.8627504
Compsophis vinckei,0
Compsophis zeny,0
Concinnia amplus,837.9831921
Concinnia brachyosoma,17292.41333
Concinnia frerei,1678.272965
Concinnia martini,5288.425779
Concinnia queenslandiae,1694.671944
Concinnia sokosoma,13593.47236
Concinnia tenuis,19660.85733
Concinnia tigrinus,417.6807537
Congolacerta asukului,0
Congolacerta vauereselli,13945.55121
Coniophanes alvarezi,0
Coniophanes andresensis,13.37061889
Coniophanes bipunctatus,60122.17554
Coniophanes dromiciformis,3377.69695
Coniophanes fissidens,49252.02776
Coniophanes imperialis,130902.0311
Coniophanes joanae,0
Coniophanes lateritius,707.3184338
Coniophanes longinquus,3979.54616
Coniophanes melanocephalus,0
Coniophanes meridanus,47931.75219
Coniophanes michoacanensis,4.215350735
Coniophanes piceivittis,34050.64978
Coniophanes quinquevittatus,10476.05
Coniophanes sarae,0
Coniophanes schmidti,60830.4616
Conolophus marthae,0
Conolophus pallidus,0
Conolophus subcristatus,0
Conophis lineatus,0
Conophis morai,0
Conophis vittatus,10384.65704
Conopsis acuta,0
Conopsis amphisticha,0
Conopsis biserialis,11463.26178
Conopsis lineata,100124.6138
Conopsis megalodon,0
Conopsis nasus,23267.24391
Contia longicaudae,0.017520205
Contia tenuis,2942.276052
Contomastix lacertoides,160843.1229
Contomastix leachei,19761.10263
Contomastix serrana,0
Contomastix vacariensis,10977.36926
Contomastix vittata,274.5772925
Copeoglossum arajara,2403.581627
Copeoglossum aurae,85.81670072
Copeoglossum margaritae,0
Copeoglossum nigropunctatum,1110515.495
Copeoglossum redondae,0.41289466
Cophosaurus texanus,262340.6219
Cophoscincopus durus,7095.683384
Cophoscincopus greeri,1519.401531
Cophoscincopus senegalensis,178.5067894
Cophoscincopus simulans,13513.98031
Cophotis ceylanica,0
Cophotis dumbara,0
Corallus annulatus,5536.493511
Corallus batesii,630779.15
Corallus blombergi,34.67759462
Corallus caninus,36416.23471
Corallus cookii,0
Corallus cropanii,1428.724583
Corallus grenadensis,0
Corallus hortulanus,1402581.37
Corallus ruschenbergerii,2988.802528
Cordylosaurus subtessellatus,100935.1117
Cordylus angolensis,0
Cordylus aridus,123.2650589
Cordylus beraduccii,3229.248353
Cordylus cloetei,153.6453914
Cordylus cordylus,10410.70652
Cordylus imkeae,0
Cordylus jonesii,148569.1332
Cordylus machadoi,1156.400116
Cordylus macropholis,264.1736902
Cordylus marunguensis,0
Cordylus mclachlani,15.76981664
Cordylus meculae,0
Cordylus minor,170.9939642
Cordylus niger,145.6889724
Cordylus nyikae,3762.753258
Cordylus oelofseni,95.46146717
Cordylus rhodesianus,2401.754272
Cordylus rivae,8911.157858
Cordylus tropidosternum,212933.2932
Cordylus ukingensis,7.246284073
Cordylus vittifer,8966.736657
Coronelaps lepidus,78823.1848
Coronella brachyura,4366.00326
Coronella girondica,82261.44939
Correlophus belepensis,0
Correlophus ciliatus,83.8978133
Correlophus sarasinorum,37.31110969
Corucia zebrata,269.4320802
Coryphophylax brevicaudus,0.066186948
Coryphophylax subcristatus,581.3137007
Corytophanes cristatus,36776.09339
Corytophanes hernandesii,41477.6083
Corytophanes percarinatus,462.2005438
Crenadactylus ocellatus,859047.888
Cricosaura typica,860.5405146
Crisantophis nevermanni,19467.04431
Crocodilurus amazonicus,367217.7205
Crocodylus acutus,489380.6755
Crocodylus intermedius,234448.3893
Crocodylus johnsoni,254055.0969
Crocodylus mindorensis,22814.71595
Crocodylus moreletii,107904.0084
Crocodylus niloticus,1979742.697
Crocodylus novaeguineae,123200.0681
Crocodylus palustris,1464014.178
Crocodylus porosus,1243423.634
Crocodylus rhombifer,2750.935686
Crocodylus siamensis,383818.8377
Crocodylus suchus,563380.0544
Crossobamon orientalis,239140.4796
Crotalus adamanteus,66893.08602
Crotalus aquilus,2694.331952
Crotalus armstrongi,515.9563066
Crotalus atrox,417070.3269
Crotalus basiliscus,17105.45325
Crotalus campbelli,0
Crotalus catalinensis,3.588722543
Crotalus cerastes,175261.9633
Crotalus cerberus,4529.31602
Crotalus culminatus,3372.538372
Crotalus durissus,2721361.37
Crotalus enyo,11979.63404
Crotalus ericsmithi,0
Crotalus horridus,148648.9918
Crotalus intermedius,0
Crotalus lannomi,0
Crotalus lepidus,122425.5504
Crotalus mitchellii,152350.5271
Crotalus molossus,214142.5611
Crotalus oreganus,259269.2344
Crotalus polystictus,7489.871649
Crotalus pricei,7596.310441
Crotalus pusillus,0
Crotalus ravus,2095.440417
Crotalus ruber,12707.6439
Crotalus scutulatus,241410.5575
Crotalus simus,21994.01784
Crotalus stejnegeri,0
Crotalus stephensi,55482.61553
Crotalus tancitarensis,0
Crotalus tigris,45378.17779
Crotalus tlaloci,0
Crotalus totonacus,11346.88477
Crotalus transversus,0
Crotalus triseriatus,2192.559921
Crotalus tzabcan,65405.29258
Crotalus viridis,113851.1266
Crotalus willardi,4851.339823
Crotaphopeltis barotseensis,50026.5088
Crotaphopeltis braestrupi,8772.385176
Crotaphopeltis degeni,393131.0629
Crotaphopeltis hippocrepis,426408.2078
Crotaphopeltis hotamboeia,2089756.188
Crotaphopeltis tornieri,10833.1638
Crotaphytus antiquus,974.0797688
Crotaphytus bicinctores,274825.1138
Crotaphytus collaris,204010.3501
Crotaphytus dickersonae,59.76615597
Crotaphytus grismeri,492.3546772
Crotaphytus insularis,7.359055952
Crotaphytus nebrius,34612.81862
Crotaphytus reticulatus,46860.15352
Crotaphytus vestigium,1086.788909
Cryophis hallbergi,0
Cryptactites peringueyi,33.69953965
Cryptagama aurita,6916.322854
Cryptoblepharus adamsi,7092.035007
Cryptoblepharus africanus,83078.63607
Cryptoblepharus ahli,1.044678933
Cryptoblepharus aldabrae,0
Cryptoblepharus ater,0
Cryptoblepharus australis,1526981.73
Cryptoblepharus balinensis,20555.57901
Cryptoblepharus bitaeniatus,0
Cryptoblepharus boutonii,3.554927718
Cryptoblepharus buchananii,5473.741592
Cryptoblepharus burdeni,41.73363214
Cryptoblepharus caudatus,0
Cryptoblepharus cognatus,30.22852086
Cryptoblepharus cursor,126.8056642
Cryptoblepharus cygnatus,21490.58799
Cryptoblepharus daedalos,0
Cryptoblepharus egeriae,0
Cryptoblepharus eximius,212.9320398
Cryptoblepharus exochus,7755.198153
Cryptoblepharus fuhni,4121.627759
Cryptoblepharus furvus,0
Cryptoblepharus gloriosus,0
Cryptoblepharus gurrmul,16.85501728
Cryptoblepharus juno,14696.68093
Cryptoblepharus keiensis,86.12840116
Cryptoblepharus leschenault,1055.021767
Cryptoblepharus litoralis,18923.47578
Cryptoblepharus megastictus,57526.51288
Cryptoblepharus mertensi,14153.51935
Cryptoblepharus metallicus,506873.5146
Cryptoblepharus nigropunctatus,19.01317407
Cryptoblepharus novaeguineae,8341.170768
Cryptoblepharus novocaledonicus,466.8144514
Cryptoblepharus novohebridicus,702.2261058
Cryptoblepharus ochrus,183282.6829
Cryptoblepharus pannosus,1202832.786
Cryptoblepharus plagiocephalus,45759.70107
Cryptoblepharus poecilopleurus,624.1880334
Cryptoblepharus pulcher,80565.5955
Cryptoblepharus quinquetaeniatus,0
Cryptoblepharus renschi,165.5929727
Cryptoblepharus richardsi,12.74044902
Cryptoblepharus ruber,72921.78359
Cryptoblepharus rutilus,39.39254218
Cryptoblepharus schlegelianus,202.8018241
