OBJECTID,FID_AMPHIBIANS_Dissolve,id_no,binomial,original_area_km2,FID_Basins,Type,ID,Structure,Area,SubClass,MainClass,VERTEX,Shape_Length,Shape_Area,final_area_km2
163,896,54862,Rentapia hosii,293952.5631,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,123.2964499,2.778554392,34132.89561
164,1370,55391,Hyla annectans,1033520.043,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,18.80306198,0.729951211,8074.352205
165,1420,55445,Hyla chinensis,657101.6149,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,171.5330743,6.119990763,65346.24007
166,1473,55499,Hyla hallowellii,1943.593966,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,8.19573978,0.015577464,170.1780529
167,1484,55512,Dryophytes immaculatus,900079.1046,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,252.0157718,40.40535698,411122.4897
168,1603,55642,Hyla sanchiangensis,442629.0192,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,46.28745101,1.559878228,16740.25034
169,1618,55657,Hyla simplex,269575.5419,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,115.0890851,1.201809017,13713.6063
170,1630,55670,Dryophytes suweonensis,7246.293541,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.907010626,0.007632049,75.06199768
171,1641,55682,Hyla tsinlingensis,89510.8066,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,5.984922635,0.065152272,679.7137253
172,1666,55709,Litoria aruensis,13830.14612,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,19.71008679,0.034230768,419.6784356
173,3493,57643,Megophrys major,893508.924,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,41.61838667,0.616739153,7198.82331
174,3496,57646,Megophrys minor,1026368.297,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,10.24443146,0.255132782,2775.754368
175,3500,57650,Megophrys palpebralespinosa,81636.6379,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,3.810503203,0.153090672,1760.485508
176,3501,57651,Megophrys parva,526509.0758,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,40.11027433,3.269494127,36065.57972
177,3691,57851,Kaloula kalingensis,14438.43913,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.716126859,0.000894144,10.52545116
178,3693,57853,Kaloula mediolineata,214272.2204,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,92.97198709,8.17050453,97117.15224
179,3694,57854,Kaloula picta,272030.7791,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,190.9039245,1.387066785,16604.37418
180,3700,57860,Kaloula walteri,641.2709609,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.372001714,0.000275675,3.285328189
181,3711,57871,Metaphrynella pollicaris,208522.4265,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,6.343720112,0.027410127,336.4056291
182,3712,57872,Metaphrynella sundana,85353.71347,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,21.01710989,0.367751483,4519.423888
183,3723,57885,Microhyla mixtura,85892.98316,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,8.123682144,0.103432411,1093.102938
184,3724,57886,Microhyla ornata,3446304.141,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,699.6447606,118.5393971,1318920.15
185,3725,57887,Microhyla palmipes,583526.744,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,274.9697779,8.664754371,106417.1741
186,3730,57892,Microhyla rubra,1178750.355,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,306.7713353,25.92372314,300122.1072
187,3732,57894,Microhyla superciliaris,127080.4232,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,53.83055268,1.201341833,14747.43536
188,3855,58022,Uperodon globulosus,1605933.556,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,361.5894508,32.92259246,378860.8753
189,3856,58023,Uperodon systoma,1323218.856,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,316.8137922,50.60844824,567697.4039
190,3863,58030,Xenorhina macrops,31637.27783,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.144524088,0.000522147,6.41594429
191,3877,58044,Xenorhina bouwensi,3384.501115,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.056495275,7.49514E-05,0.921458491
192,3880,58047,Xenorhina oxycephala,171283.4328,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,59.59129685,1.083651959,13317.61188
193,4019,58205,Amolops chunganensis,197911.8928,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.268799319,0.099592815,1044.589976
194,4020,58206,Amolops formosus,154217.9732,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,11.28518642,0.378042056,4157.850085
195,4021,58207,Amolops gerbillus,75469.66163,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.513404428,0.521378267,5709.362949
196,4022,58208,Amolops granulosus,139497.0504,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,6.416830625,0.079513603,834.788403
197,4024,58210,Amolops hongkongensis,283.8222782,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.049386645,2.14077E-05,0.244162085
198,4137,58336,Limnonectes grunniens,330324.6509,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,118.9846395,3.625470114,44480.6765
199,4138,58337,Limnonectes gyldenstolpei,367851.8815,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,43.27011839,0.512467293,6082.612722
200,4139,58338,Limnonectes hascheanus,211099.2135,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,32.16606939,0.282025323,3389.30047
201,4140,58339,Limnonectes heinrichi,6836.726979,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,6.458982775,0.00721226,88.75820182
202,4141,58340,Limnonectes ibanorum,105854.4611,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,6.906887289,0.291174912,3581.568662
203,4164,58363,Limnonectes paramacrodon,106034.3759,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,65.42733656,1.801943951,22141.39469
204,4165,58364,Limnonectes plicatellus,94429.79037,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,12.78494014,0.117411741,1441.742959
205,4167,58366,Limnonectes shompenorum,83404.45531,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,78.04988386,0.552176008,6781.369932
206,4189,58392,Nanorana parkeri,367429.8207,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,50.09925989,0.96813484,10231.73814
207,4190,58393,Nanorana pleskei,141565.6444,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,26.2762499,0.294661922,3034.55251
208,4193,58396,Nyctibatrachus beddomii,2941.840473,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.341834686,0.002841694,34.55970148
209,4194,58397,Nyctibatrachus deccanensis,5761.600632,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.180615143,0.000400273,4.871887159
210,4198,58401,Nyctibatrachus major,14793.1359,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.171125425,0.001301498,15.82722316
211,4202,58405,Nyctibatrachus vasanthi,564.4468855,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.362021006,0.004100461,49.90920576
212,4203,58406,Occidozyga baluensis,213555.6641,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,16.38059927,0.324660087,3992.158432
213,4210,58413,Occidozyga martensii,1529709.169,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,426.1679961,23.2307356,277507.9998
214,4212,58415,Occidozyga sumatrana,139268.7888,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,12.4935637,0.131987672,1622.894665
215,4220,58423,Nanorana ercepeae,30973.03112,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.023785938,7.15331E-06,0.0774955
216,4221,58424,Quasipaa exilispinosa,323280.9506,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,51.16815048,0.472973378,5341.143054
217,4340,58549,Rana asiatica,174778.4757,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,103.8558902,5.780734234,51881.19787
218,4341,58550,Papurana attigua,137788.4124,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.520365307,0.000394941,4.717186628
219,4342,58551,Indosylvirana aurantiaca,12416.5733,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.526536968,0.000602062,7.359229966
220,4346,58555,Odorrana banaorum,121051.0043,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.287891577,0.00027533,3.286353885
221,4366,58577,Pelophylax chosenicus,69155.71342,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,56.96472128,0.305007176,2972.78226
222,3439,57586,Megophrys microstoma,451283.323,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.742404796,0.005259634,59.69243811
223,3590,57746,Chaperina fusca,169007.4969,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,22.60963438,0.615704668,7569.833621
224,3681,57840,Kalophrynus minusculus,6442.977655,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,5.800426669,0.036816765,450.9146457
225,3683,57842,Kalophrynus orangensis,217.7572479,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.536088709,0.019738105,217.7572479
226,3685,57844,Kalophrynus pleurostigma,754159.9996,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,309.8150269,8.23818088,101250.171
227,3689,57849,Kaloula borealis,1366204.299,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,410.3403681,45.56463332,458331.213
228,3715,57876,Microhyla berdmorei,1622539.154,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,402.099968,24.79407311,290959.3341
229,3734,57896,Micryletta inornata,1037215.35,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,262.0809768,16.28842408,194637.2423
230,3735,57897,Micryletta steinegeri,2491.981567,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.061215753,0.000120462,1.376449224
231,3741,57903,Oreophryne anulata,11088.69247,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.302803305,0.000243054,2.94531972
232,4029,58215,Amolops larutensis,104870.5152,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,10.59465539,0.109725828,1345.681138
233,4030,58217,Amolops lifanensis,15793.41604,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,3.061077304,0.058481734,618.3331295
234,4032,58220,Amolops mantzorum,95362.20192,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.51925893,0.00909466,96.74363906
235,4033,58221,Amolops marmoratus,292819.348,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,27.42386773,0.889002649,9801.858649
236,4034,58222,Amolops monticola,51908.1285,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.275253307,0.001676567,18.46114293
237,4036,58224,Amolops ricketti,820740.499,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,69.71756563,0.684684669,7746.47834
238,4057,58246,Ombrana sikimensis,63966.06091,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,2.044002224,0.024396362,272.413821
239,4069,58260,Euphlyctis cyanophlyctis,4439490.633,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1173.526488,159.4509078,1761306.38
240,4109,58305,Odorrana nasica,45308.2666,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.227472524,0.001036198,12.1173391
241,4110,58306,Wijayarana sumatrana,137120.821,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,9.686584161,0.113911816,1400.15519
242,4113,58309,Indirana diplosticta,1487.528182,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.349006637,0.008656333,105.1276357
243,4116,58312,Indirana leptodactyla,3618.972432,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.719507694,0.006190086,75.30292993
244,4119,58315,Indirana semipalmata,18030.19877,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.543235122,0.00508494,61.85159501
245,4124,58322,Ingerana tenasserimensis,106332.7104,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,5.747368321,0.120205412,1404.215549
246,4150,58349,Limnonectes limborgi,421251.8046,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,8.863137061,0.309172676,3614.740259
247,4151,58350,Limnonectes macrocephalus,108103.6774,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,69.13331513,0.896033876,10642.10877
248,4153,58352,Limnonectes macrognathus,90957.56967,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,7.793624056,0.068203587,832.4729532
249,4154,58353,Limnonectes magnus,18642.24379,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.027765147,1.47709E-05,0.179281253
250,4155,58354,Limnonectes malesianus,140359.6467,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,58.04797553,1.512151636,18586.73114
251,4157,58356,Odorrana mawphlangensis,6349.359455,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.181932685,0.000804829,8.861854268
252,4158,58357,Limnonectes micrixalus,1246.477701,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.731328685,0.002116436,25.88842535
253,4163,58362,Limnonectes palavanensis,126845.286,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,8.51221341,0.082499629,1013.629785
254,4223,58426,Allopaa hazarensis,42117.10668,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,4.896331264,0.075062913,767.1228171
255,4225,58428,Nanorana liebigii,261586.2054,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,5.286049945,0.075998316,836.4872445
256,4231,58434,Nanorana polunini,121341.3604,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,6.491978294,0.132091297,1433.548801
257,4236,58439,Quasipaa spinosa,1155488.571,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,157.4580451,2.762082105,30618.31796
258,4237,58440,Chrysopaa sternosignata,262147.3356,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,57.79114064,5.357669803,57267.81276
259,4238,58441,Nanorana taihangnica,70363.43701,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,11.49865799,0.256222106,2616.037798
260,4239,58442,Quasipaa verrucospinosa,56284.10378,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,3.727363792,0.050443402,580.5644309
261,4240,58443,Nanorana vicina,68649.08625,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,13.8740624,1.15891339,12075.04475
262,4242,58445,Nanorana yunnanensis,554916.2871,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,3.184446913,0.074671155,833.6142281
263,4247,58450,Cornufer batantae,3625.999165,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,9.793170871,0.009212082,113.3879999
264,4251,58454,Platymantis cagayanensis,2117.865134,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.639232806,0.002041116,23.8840915
265,4253,58456,Platymantis corrugatus,264394.752,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,176.6713073,1.373164433,16436.76401
266,829,54788,Duttaphrynus valhallae,103.6363037,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.31872022,0.000308571,3.779239984
267,851,54814,Leptophryne borbonica,269261.1976,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,58.26806492,0.959322844,11779.98215
268,3572,57725,Glyphoglossus guttulatus,372937.1611,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,54.87058212,0.709483222,8384.15645
269,4134,58333,Limnonectes finchi,16721.92629,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1.912241911,0.243514411,2994.525464
270,4136,58335,Limnonectes fujianensis,446729.4587,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,126.093772,1.800164768,19944.25633
271,636,54579,Phrynoidis asper,1614710.391,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,743.9950244,20.18996744,247812.2227
272,790,54744,Strauchbufo raddei,4832838.121,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1863.293317,125.8413014,1155933.782
273,799,54753,Duttaphrynus scaber,725847.9702,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,139.2914345,9.840386154,117992.594
274,1489,55519,Dryophytes japonicus,3322792.202,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,1148.026608,87.16017545,824269.5031
275,3716,57878,Microhyla butleri,2603858.403,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,681.7279239,27.32107438,325561.1746
276,3720,57882,Microhyla heymonsi,3492180.494,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,946.7081164,39.21441149,465005.5297
277,3728,57890,Microhyla picta,3620.539199,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,6.450101181,0.048924163,592.1663472
278,3729,57891,Microhyla pulchra,1950875.847,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,448.2282167,20.08791905,235772.9461
279,4081,58276,Fejervarya moodiei,4.487317871,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.019192682,9.94751E-06,0.118594201
280,4082,58277,Fejervarya multistriata,138.2149377,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,0.583463375,0.000572909,6.538066478
281,4085,58280,Minervarya nepalensis,54725.89106,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,21.7165221,0.925600175,10316.16002
282,4086,58281,Bijurana nicobariensis,755207.0313,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,410.1993904,10.77804466,132356.5323
283,4088,58283,Fejervarya orissaensis,96536.35758,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,18.32174331,0.788735954,9100.718581
284,4090,58285,Minervarya pierrei,33014.92292,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,22.03486211,1.111178369,12359.19274
285,4092,58287,Fejervarya raja,2441.150486,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,5.014955136,0.151602124,1851.244082
286,4093,58288,Minervarya rufescens,55786.49624,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,14.723612,0.190824293,2314.882028
287,4095,58291,Minervarya syhadrensis,2279539.559,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,359.847649,88.02197518,972511.3629
288,4096,58292,Minervarya teraiensis,72563.40579,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,35.70686133,1.801748703,19920.05727
289,4098,58294,Fejervarya vittigera,288730.3453,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,218.1066436,1.414244871,16934.61818
290,4102,58298,Hoplobatrachus crassus,1998512.954,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,438.2206304,47.36218099,539515.6588
291,4104,58300,Hoplobatrachus rugulosus,3003504.423,0,"Cont. Shelf, Slope & Rise",5000,Intracratonic,397052.35, , ,12323488,825.209872,45.35031265,518162.0727
